invoice_date,customer,amount
16. 06. 2021,"Henderson, Benitez and Parks",74696.19
01. 06. 2021,White Group,13999.89
26. 08. 2021,Logan and Sons,54363.1
18. 07. 2021,Thomas Group,77438.9
15. 05. 2021,Ward-Hays,41403.52
15. 08. 2021,"Baker, Hayden and Bernard",3472.79
29. 07. 2021,Adams Group,34575.73
16. 08. 2021,Stewart PLC,63048.59
03. 07. 2021,"Ryan, Thompson and Lewis",18608.27
13. 05. 2021,Mahoney-Bryant,80593.88
30. 06. 2021,"Alexander, Carr and Walter",14386.32
01. 07. 2021,Solis PLC,94944.06
02. 07. 2021,Li-Mccoy,56423.7
10. 06. 2021,"Brown, Copeland and Johns",57969.9
09. 05. 2021,Lee-Garcia,57409.09
14. 05. 2021,"Fields, Velazquez and Snow",69021.99
02. 08. 2021,Peters-Lee,51780.93
05. 06. 2021,"Graham, Cook and Stanley",80480.99
06. 05. 2021,Allen and Sons,20167.97
26. 06. 2021,"Glenn, Gonzalez and Brown",80555.09
28. 05. 2021,Parker and Sons,75322.53
25. 06. 2021,Noble-Johnston,69668.28
26. 08. 2021,Pierce LLC,48454.87
09. 08. 2021,"Edwards, Flores and Beltran",75348.02
08. 07. 2021,Ray-Smith,57602.14
15. 05. 2021,Barnes Group,83702.26
29. 08. 2021,"Sexton, Peterson and Brown",74811.92
29. 07. 2021,"Lee, Medina and Robinson",5695.75
13. 08. 2021,Chan-Johnson,39766.39
24. 08. 2021,Lopez-Bush,30634.74
23. 08. 2021,Smith Inc,93745.0
25. 08. 2021,"Brooks, Blankenship and Ramsey",36883.22
30. 07. 2021,Cherry-Stein,66790.17
02. 08. 2021,Henry LLC,42814.87
29. 06. 2021,Hester Ltd,29197.0
13. 05. 2021,"Faulkner, Choi and Miranda",11360.98
12. 08. 2021,"Garcia, Brown and Davis",81564.64
12. 07. 2021,Parker-Mclean,58205.2
16. 06. 2021,Mcgee PLC,43540.17
23. 05. 2021,Williams Ltd,68846.08
09. 05. 2021,Rodriguez-Nichols,55361.76
10. 07. 2021,Robertson LLC,73125.04
23. 07. 2021,Young-Mcneil,79104.9
18. 05. 2021,Morris-Chambers,23361.97
10. 05. 2021,Simmons-Cline,45194.82
05. 06. 2021,"Crawford, Arnold and Chapman",53549.77
08. 05. 2021,Rojas-Moore,44564.95
17. 08. 2021,Rojas-Bryant,79947.93
05. 07. 2021,Nixon LLC,51285.98
04. 07. 2021,Cross PLC,97943.84
30. 07. 2021,Anderson Group,18258.98
12. 08. 2021,Oliver and Sons,89720.92
10. 07. 2021,"Ward, Smith and Young",68258.49
26. 08. 2021,"Gallagher, Diaz and Wagner",98744.03
07. 08. 2021,"Taylor, Brown and Blackburn",71298.79
19. 08. 2021,Goodwin Ltd,97813.57
13. 07. 2021,Martinez-Dean,84333.66
13. 07. 2021,Jones-Sullivan,48893.27
30. 06. 2021,"Duncan, Gibson and Decker",98329.13
02. 05. 2021,Merritt-Cowan,93153.44
10. 08. 2021,Moore-Patel,80214.51
09. 07. 2021,Lewis-Arellano,34721.93
14. 08. 2021,Walker Ltd,8610.93
27. 08. 2021,Mayo-Daniels,96722.25
26. 05. 2021,Waters Ltd,76876.72
15. 07. 2021,Johnson-Robertson,82946.09
07. 05. 2021,"Nguyen, Porter and Herring",36205.97
24. 05. 2021,Herring PLC,6712.29
16. 07. 2021,"Andrews, Garcia and Campbell",14533.5
06. 08. 2021,Leonard and Sons,28222.53
25. 05. 2021,"Bender, Johnson and Vincent",44857.08
25. 05. 2021,Richardson and Sons,60459.3
18. 08. 2021,Martin PLC,36397.38
05. 07. 2021,Larsen Ltd,56605.01
22. 08. 2021,Stephens PLC,64892.44
18. 08. 2021,Underwood Group,13586.77
23. 08. 2021,Carlson PLC,68187.98
08. 07. 2021,"Martinez, Bailey and Blair",79006.2
19. 06. 2021,Jackson-Dixon,2683.75
17. 08. 2021,Jones-Decker,72673.33
15. 06. 2021,Young Inc,21854.8
24. 07. 2021,Franklin-Coleman,24875.39
27. 05. 2021,"Moore, Benjamin and Miller",83908.43
01. 07. 2021,"Morris, Walters and Keller",8837.15
03. 05. 2021,Barber Ltd,19595.43
17. 07. 2021,Smith-Walker,33214.01
06. 05. 2021,Gonzalez-Bell,99069.9
08. 07. 2021,Harrison PLC,4498.15
01. 05. 2021,Shaffer-Chen,76454.56
23. 06. 2021,Orozco and Sons,45959.39
21. 07. 2021,"Meyer, Brown and Ramos",60484.98
19. 06. 2021,Robinson-Morales,25130.91
02. 06. 2021,Ruiz-Young,11725.35
17. 05. 2021,Liu-James,16281.8
09. 05. 2021,"Anderson, Peters and Lee",15471.63
13. 08. 2021,"Torres, Cummings and Green",97516.91
15. 06. 2021,Collins-Robinson,59051.57
06. 08. 2021,Walter-Harper,76729.67
14. 07. 2021,"Hodges, Obrien and Carlson",59256.83
24. 07. 2021,Bernard Group,29389.27
11. 05. 2021,Fowler-David,72944.46
10. 07. 2021,Watts Ltd,18876.12
13. 06. 2021,Castro-Adams,37100.75
06. 07. 2021,White-Klein,52749.25
21. 08. 2021,Watson Ltd,40912.54
09. 08. 2021,"Gonzales, Daniel and Johnson",25954.39
30. 07. 2021,Schmidt LLC,85295.13
27. 05. 2021,Williams-Espinoza,71082.22
19. 06. 2021,Avila Inc,27754.61
24. 08. 2021,Morgan-Alexander,5746.61
07. 06. 2021,"Greene, Coleman and House",1894.2
08. 08. 2021,"Morgan, Moreno and Wright",22929.49
01. 06. 2021,"Rodriguez, Mata and Baker",92775.6
30. 05. 2021,Lowery-Larson,87304.06
28. 06. 2021,Mann-Mann,70574.01
25. 06. 2021,James Group,59651.03
01. 08. 2021,Matthews Inc,45603.84
27. 07. 2021,Mayer-Harrison,89309.86
01. 07. 2021,Johnson and Sons,44487.15
31. 05. 2021,Ellis Inc,82347.01
14. 08. 2021,"Chavez, Jensen and Ortiz",19008.11
22. 07. 2021,Berry-Wilkinson,54824.33
10. 05. 2021,Smith-Francis,7591.74
10. 08. 2021,"Shaw, Guerrero and Brown",89734.96
11. 05. 2021,Grimes-Scott,9835.78
23. 08. 2021,"Henderson, Hayes and Lowe",87530.86
04. 05. 2021,"Patel, Black and Johnson",59606.47
15. 07. 2021,Goodman and Sons,55976.78
18. 07. 2021,"Mcdaniel, Johnson and Rowe",51846.58
27. 07. 2021,"Cuevas, Shaw and Clark",73679.88
09. 07. 2021,Stokes-Miller,14599.11
18. 05. 2021,Holder and Sons,44238.39
09. 06. 2021,Jones-Rogers,16481.06
19. 05. 2021,Rojas-King,26351.7
20. 06. 2021,"Hale, Fisher and Torres",14822.31
13. 05. 2021,Moore-Pierce,11146.43
07. 06. 2021,Good-Mccarthy,40494.71
05. 06. 2021,Ellis and Sons,66670.7
04. 05. 2021,"Woods, Wright and Rodriguez",59230.38
25. 08. 2021,"Quinn, Chandler and Powell",94290.44
10. 07. 2021,"Nichols, Robinson and Booker",21126.54
02. 07. 2021,Reed-Thompson,50222.42
05. 07. 2021,"Porter, Sharp and Odom",96346.18
07. 06. 2021,"Rodriguez, Gray and Barry",33754.45
10. 05. 2021,Joseph Group,10086.52
03. 05. 2021,Horne-Dixon,66559.46
16. 08. 2021,"Hayes, Stark and Bennett",60140.54
10. 06. 2021,Gomez Group,4717.45
24. 06. 2021,Casey-Carney,68926.65
13. 08. 2021,Smith Ltd,31814.22
25. 06. 2021,Ramirez Group,64735.25
27. 07. 2021,"Collins, Obrien and Perez",98715.21
31. 05. 2021,Walters PLC,77774.38
13. 08. 2021,Cooper-Cook,33792.43
27. 05. 2021,Byrd Group,18901.16
29. 08. 2021,"Mcbride, Wilson and Coleman",20032.55
23. 06. 2021,Martin PLC,18787.49
30. 07. 2021,Peters-Lee,15790.74
22. 06. 2021,Thompson-Williams,95730.03
10. 08. 2021,Greene Inc,3290.6
06. 05. 2021,Hughes Group,30148.62
14. 08. 2021,Johnston-Harris,6970.02
06. 07. 2021,Lopez LLC,21967.11
04. 05. 2021,"Peterson, Newman and Valencia",55774.97
08. 05. 2021,White Group,77347.5
05. 05. 2021,Bowen LLC,11230.09
13. 08. 2021,Olson-Mosley,70208.2
02. 05. 2021,"Carter, Chapman and Nguyen",87665.45
31. 05. 2021,James-Haney,13454.11
22. 07. 2021,Keller Inc,59510.21
04. 06. 2021,"Mcdonald, Chen and Morgan",95559.82
29. 05. 2021,"Frank, Humphrey and Cowan",99109.93
22. 07. 2021,Graves-Jackson,81219.12
20. 06. 2021,Williams-Wang,47977.63
24. 08. 2021,Durham Group,21293.96
12. 06. 2021,Sanchez-Silva,27925.38
09. 06. 2021,Shaffer-Miller,48645.06
24. 06. 2021,Palmer-Carpenter,78209.99
10. 08. 2021,Le-Owens,4145.3
13. 08. 2021,Mccoy PLC,10800.07
11. 08. 2021,"Robinson, George and Gonzalez",22232.9
17. 06. 2021,"Robertson, Shannon and Escobar",94260.37
07. 06. 2021,Roberts-Landry,10354.21
29. 06. 2021,Walker Group,96247.19
07. 05. 2021,Miller Inc,19776.71
23. 05. 2021,Walker-Riley,98297.57
02. 06. 2021,"Smith, Wong and Robertson",29643.99
29. 06. 2021,"Rodriguez, Richardson and Thomas",36826.41
04. 06. 2021,Baker LLC,83780.13
03. 08. 2021,"Walker, Wilson and Larson",70199.91
10. 06. 2021,"Smith, Fields and Williams",19850.04
17. 06. 2021,Burns Group,70803.38
28. 08. 2021,Diaz Inc,23554.24
29. 08. 2021,Young Ltd,30772.67
22. 06. 2021,"Armstrong, Long and Parker",1155.4
14. 06. 2021,Johnston and Sons,92360.24
27. 07. 2021,Johnson Group,22668.97
30. 05. 2021,Castillo PLC,83881.15
28. 06. 2021,"Padilla, Baird and Carroll",42139.3
16. 06. 2021,"Rodriguez, Hart and Sutton",93192.85
27. 06. 2021,Logan Group,92845.08
31. 05. 2021,Valencia-Barnes,84619.84
06. 06. 2021,Fuentes and Sons,77208.72
09. 08. 2021,Mercado Ltd,68444.92
09. 05. 2021,Greer PLC,9154.12
08. 08. 2021,"Davis, Bowen and Mitchell",5561.18
13. 07. 2021,Thomas PLC,63323.99
26. 05. 2021,Smith-Padilla,74785.62
02. 06. 2021,Dunn-Rodriguez,57981.43
21. 07. 2021,Martinez-Harvey,831.98
08. 06. 2021,Ryan-Lewis,42642.24
14. 06. 2021,Wheeler Inc,63849.38
28. 05. 2021,Flores LLC,97269.6
29. 06. 2021,Knight Inc,77199.64
14. 05. 2021,Cox-Marsh,91579.8
18. 08. 2021,Arnold and Sons,64168.19
12. 06. 2021,Ortiz-Boyd,69920.67
10. 07. 2021,Castillo and Sons,89492.58
20. 07. 2021,Sutton LLC,57512.04
15. 06. 2021,"Martin, Williams and Rodgers",77461.05
21. 05. 2021,"Sloan, Foley and Stark",878.02
26. 06. 2021,Mccoy Ltd,43222.86
12. 07. 2021,Bailey Ltd,68193.33
17. 07. 2021,"Santos, Long and Lee",83718.18
17. 07. 2021,Greene Inc,19502.91
13. 06. 2021,Davis-Middleton,15020.39
30. 06. 2021,Rangel-Crawford,40606.22
13. 06. 2021,Campbell Group,58149.45
12. 06. 2021,Weeks and Sons,62345.09
18. 06. 2021,"Choi, Wilson and Lee",40174.95
27. 06. 2021,Jones LLC,41562.31
27. 07. 2021,Patel Ltd,50290.75
01. 08. 2021,"Wagner, Walker and Chavez",44096.98
24. 05. 2021,"Swanson, Barrett and Green",1473.43
05. 08. 2021,Harrison PLC,93800.37
17. 06. 2021,"Lewis, Key and Kelly",25129.02
16. 06. 2021,Zavala-Anderson,67848.67
18. 06. 2021,Morrison LLC,91119.61
14. 08. 2021,May-Harris,97122.97
25. 05. 2021,Hester Ltd,8553.72
04. 08. 2021,Mcintosh-Martinez,66154.14
31. 07. 2021,Vaughn Inc,71179.18
27. 06. 2021,"Thomas, Clark and Roberson",93624.32
28. 07. 2021,Goodwin-Le,46151.34
25. 07. 2021,Mahoney-Bryant,73238.35
03. 06. 2021,"Harris, White and Jones",41131.42
25. 05. 2021,"Williams, Gould and Lewis",10424.91
15. 08. 2021,Browning-Gardner,40239.76
26. 08. 2021,"Lambert, Sanchez and Lloyd",22355.64
15. 06. 2021,"Stone, King and Yoder",89444.11
31. 05. 2021,"Bell, Lamb and Cooper",63057.62
23. 06. 2021,"Delgado, Vance and Miller",58307.77
22. 05. 2021,Santos Ltd,67410.43
17. 07. 2021,Cortez-Martinez,47019.29
20. 05. 2021,Fisher-Lopez,2711.22
24. 08. 2021,"Daugherty, Bennett and Murphy",68285.54
04. 08. 2021,"Holden, Rodriguez and Barker",81973.3
29. 06. 2021,"Parrish, Smith and Hall",6304.77
06. 08. 2021,"Gibson, Hutchinson and Black",74822.42
11. 05. 2021,Jones Ltd,64949.42
26. 07. 2021,Miller-Estrada,57133.04
07. 05. 2021,Young PLC,86455.33
08. 06. 2021,Ramsey and Sons,73928.6
24. 05. 2021,Ortega-Taylor,47442.41
01. 08. 2021,"Smith, Blevins and Jones",15664.3
05. 08. 2021,"Richardson, Mccarthy and Frank",53322.89
26. 07. 2021,Avila-Wheeler,22629.31
15. 06. 2021,Thomas-Wu,47306.31
23. 05. 2021,"Ball, Camacho and Durham",76902.66
18. 08. 2021,"Calderon, Chan and Ford",88300.04
16. 08. 2021,"Gonzales, Moore and Le",90077.02
09. 07. 2021,Ellis-Liu,15995.14
12. 05. 2021,Hunter-Harris,87514.91
13. 05. 2021,Dodson-Peterson,93727.73
24. 06. 2021,Alvarez-Davis,36924.39
12. 07. 2021,Castro-Adams,76561.46
14. 06. 2021,"Arroyo, Taylor and Dickson",3839.97
02. 08. 2021,Norton Inc,26031.34
28. 06. 2021,Taylor LLC,81872.72
07. 05. 2021,"Garcia, Wright and Phillips",27067.13
30. 07. 2021,Daniel Inc,84633.51
27. 05. 2021,"Whitaker, Miller and Garcia",26727.73
12. 07. 2021,Clark-Davis,90543.73
07. 07. 2021,Gonzalez Inc,65582.15
02. 06. 2021,Smith Inc,49073.8
20. 07. 2021,"Patel, Black and Johnson",40581.84
23. 08. 2021,Hernandez-Nelson,35638.57
07. 05. 2021,Hughes-Flores,17491.14
28. 07. 2021,Thompson LLC,96670.82
30. 05. 2021,Manning-Conway,61782.18
07. 05. 2021,Short-Gregory,92186.16
20. 07. 2021,"Hall, Williams and Rodriguez",1809.32
13. 06. 2021,Williams-Briggs,25343.12
07. 08. 2021,Ortega PLC,99873.1
26. 08. 2021,"Crawford, Jones and Carroll",93356.36
11. 08. 2021,Finley Group,29699.09
23. 07. 2021,Ball-Carpenter,42001.69
22. 07. 2021,Lee-Garcia,26476.7
31. 07. 2021,"Brown, Bradford and Valdez",30712.84
05. 05. 2021,"Mcgee, Leonard and Smith",23575.6
21. 08. 2021,Gordon-Williams,31717.59
21. 05. 2021,Jenkins-Cooper,25908.29
15. 08. 2021,"Peterson, Newman and Valencia",3491.11
23. 08. 2021,Cordova-Dixon,10701.62
22. 08. 2021,Miller-Jones,97806.46
23. 07. 2021,"Baker, Hamilton and Thomas",13952.3
19. 06. 2021,Moreno-Park,65237.68
21. 06. 2021,Atkinson-Harris,40417.72
03. 06. 2021,Cox LLC,7185.21
12. 07. 2021,Matthews and Sons,21131.75
28. 06. 2021,Willis-Johnson,36317.29
14. 07. 2021,Garcia PLC,79984.12
05. 08. 2021,Hernandez Group,9452.2
24. 06. 2021,"Smith, Smith and Ross",64604.46
26. 08. 2021,"Leonard, Reyes and Cooper",71545.91
19. 07. 2021,"Mcdonald, Davis and Gamble",57716.03
30. 07. 2021,Anderson-Flores,42742.21
27. 05. 2021,Dalton-Burke,15370.11
15. 05. 2021,Thompson Inc,6000.99
02. 07. 2021,"Wheeler, Lewis and Hayes",95472.86
21. 07. 2021,Oconnor LLC,46543.48
19. 07. 2021,Mason Group,54421.57
17. 06. 2021,"Wilkinson, Stewart and Ross",60779.75
28. 05. 2021,"Wood, Bond and Cook",10336.29
14. 07. 2021,Ramsey PLC,58843.82
04. 08. 2021,"Davis, Barnett and Shaffer",53960.64
19. 06. 2021,"Schneider, Lindsey and Brown",89666.44
30. 07. 2021,Ramos LLC,10241.12
13. 08. 2021,Moore Ltd,63942.09
21. 07. 2021,Shaw and Sons,85794.21
10. 06. 2021,"Craig, Bridges and Salazar",49044.86
14. 05. 2021,Preston Ltd,32770.08
01. 05. 2021,"Stuart, Miles and Hill",99940.37
24. 08. 2021,Davis and Sons,48791.33
30. 07. 2021,Wise-Andrade,54779.07
22. 05. 2021,Green-Jarvis,57673.05
06. 08. 2021,Scott Group,87793.79
04. 07. 2021,"Lee, Hansen and Knight",44639.95
30. 06. 2021,Perez LLC,93874.08
11. 08. 2021,Jackson and Sons,31538.79
04. 07. 2021,Roberts-Morgan,71637.61
15. 07. 2021,Mathews PLC,36433.78
15. 07. 2021,"Baxter, Perry and Larsen",81594.83
18. 08. 2021,Moreno PLC,68497.67
27. 07. 2021,Burton LLC,38114.03
14. 08. 2021,"Walters, Duke and Anderson",92189.0
16. 06. 2021,"Taylor, Carney and Ashley",96460.5
16. 07. 2021,Bell and Sons,10352.6
09. 08. 2021,"Holmes, Vaughn and Garcia",65241.19
04. 08. 2021,Espinoza LLC,68543.7
24. 07. 2021,Hopkins LLC,9003.56
29. 08. 2021,Walker PLC,19716.69
16. 05. 2021,Avery-Miranda,46647.61
30. 06. 2021,"Martinez, Garza and Johnson",77052.12
03. 08. 2021,Moore Inc,2347.97
14. 05. 2021,Walsh-Wilson,52319.39
20. 05. 2021,Rosario PLC,95404.07
01. 07. 2021,"Richardson, Crane and Petty",37277.4
27. 06. 2021,Erickson Group,89971.08
23. 05. 2021,"Ruiz, Williams and Robinson",1170.26
21. 07. 2021,Flores PLC,7451.88
21. 07. 2021,Rivera-Hernandez,58055.12
29. 07. 2021,Wilson-Chandler,51851.48
04. 06. 2021,Brandt LLC,32389.44
05. 07. 2021,Cunningham and Sons,41618.7
06. 06. 2021,"Stark, Burns and Campbell",8172.82
01. 05. 2021,Richards-Walker,87836.89
17. 07. 2021,Stewart Group,36635.23
05. 05. 2021,Christensen and Sons,13171.56
06. 06. 2021,"Schneider, Watkins and Davis",12785.6
14. 06. 2021,Peters-Ortiz,4486.44
28. 06. 2021,Ramos-Hurley,21202.97
09. 06. 2021,Fields-Newman,29633.18
22. 05. 2021,Solomon Group,65723.8
26. 05. 2021,Smith LLC,80968.32
06. 05. 2021,Taylor-Hill,76444.94
24. 05. 2021,"Garcia, Thompson and Vincent",82850.85
11. 05. 2021,"Miller, Rogers and Butler",9960.09
29. 08. 2021,Marshall-Roach,15398.41
25. 06. 2021,"Nguyen, Castillo and Contreras",82503.83
13. 05. 2021,Villarreal-Ellis,38267.86
27. 08. 2021,Cortez-Estrada,39445.39
26. 06. 2021,Nolan LLC,47389.35
12. 05. 2021,"Sanders, Wilson and Dickerson",41060.69
09. 05. 2021,Gallagher LLC,38159.22
11. 06. 2021,"Schroeder, Hamilton and Nguyen",18713.79
21. 05. 2021,Alexander and Sons,6478.93
02. 05. 2021,Martinez-Howe,68396.61
13. 06. 2021,"Huang, Martin and Wong",75394.8
06. 06. 2021,Hill-Stevens,24148.5
26. 08. 2021,"Adams, Mason and Bauer",12903.59
16. 08. 2021,"Mcguire, Jones and Reed",30961.21
11. 08. 2021,Gordon-Smith,6791.28
14. 07. 2021,Harrison Inc,32308.81
13. 06. 2021,Hart LLC,99345.23
15. 07. 2021,Roberts-Vasquez,31543.83
18. 06. 2021,"Berger, Holden and Reeves",80781.84
19. 08. 2021,Hughes-Fowler,86157.82
01. 05. 2021,Welch-Jones,48719.38
26. 07. 2021,Wolfe Inc,32100.91
20. 07. 2021,Salas-Hester,5446.59
24. 05. 2021,Gentry Ltd,56873.97
28. 05. 2021,Hamilton-Hayes,94334.61
02. 08. 2021,Carey Inc,97962.71
07. 08. 2021,Nguyen LLC,41296.7
11. 08. 2021,Page-Pham,73330.78
31. 07. 2021,Hanson Group,14006.04
04. 06. 2021,Novak PLC,61655.29
28. 07. 2021,"Martinez, Brown and Johnson",93404.55
13. 07. 2021,"Williams, Carroll and Garner",3986.78
14. 05. 2021,Johnson-Donovan,86706.74
28. 05. 2021,"Washington, Joyce and Lane",32744.01
01. 05. 2021,Jenkins-Cooper,40259.6
20. 06. 2021,"Hurst, Chavez and Moore",24440.76
01. 06. 2021,Young-Mcneil,42408.88
21. 08. 2021,"Rojas, Best and Lee",90079.39
10. 05. 2021,"Potts, Bennett and Williams",75619.89
16. 08. 2021,Kelly PLC,8155.02
05. 08. 2021,"Schneider, Watkins and Davis",97960.21
06. 08. 2021,Fletcher Inc,4862.88
03. 07. 2021,Brown-Perry,68434.66
01. 06. 2021,Peterson Ltd,80492.81
28. 07. 2021,"Greer, Wilson and Davis",77670.18
18. 07. 2021,"Snow, Robinson and Johnson",92056.78
21. 08. 2021,"Anderson, Vargas and Anderson",39612.36
09. 07. 2021,"Blackwell, Lambert and Weeks",98936.24
01. 05. 2021,James-Haney,86114.03
20. 06. 2021,Lopez LLC,50827.12
14. 08. 2021,"Harrell, Ryan and Graham",33878.4
03. 08. 2021,Diaz LLC,17936.22
29. 08. 2021,"Phillips, Johnson and Ritter",3863.76
06. 07. 2021,"Rodriguez, Wallace and Macias",8573.18
28. 06. 2021,Gomez-Johnson,21592.82
29. 05. 2021,Huynh-Nelson,88992.17
07. 05. 2021,"Roberts, Williamson and Gonzalez",7150.12
29. 07. 2021,"Wood, Gonzalez and Snyder",6199.24
31. 07. 2021,Nunez and Sons,80727.84
03. 07. 2021,"Miller, Mccoy and Schmidt",73084.97
07. 08. 2021,Bush and Sons,29538.02
08. 08. 2021,Salazar-Holt,74770.76
15. 05. 2021,Martinez Group,46580.73
27. 05. 2021,Hernandez LLC,22766.67
28. 07. 2021,Cook Inc,13733.54
10. 08. 2021,Castillo and Sons,58717.28
03. 05. 2021,"Heath, Johnson and Noble",77838.72
07. 08. 2021,Watson Group,83724.36
21. 06. 2021,Vincent Group,81371.5
22. 08. 2021,"Smith, Holt and Collins",7785.8
01. 08. 2021,Smith-Grant,66572.38
07. 05. 2021,Hobbs-Osborn,42938.67
13. 08. 2021,"Weber, Gutierrez and Jacobs",40066.82
26. 05. 2021,"Case, Pena and Jackson",50711.76
08. 07. 2021,Ryan-Gordon,36152.42
11. 05. 2021,Trevino-Martinez,94645.27
25. 08. 2021,Giles-Russell,56752.75
12. 07. 2021,"York, Clark and Cline",23162.7
09. 08. 2021,"Williams, Rich and Melendez",79657.32
24. 08. 2021,"Hoffman, Hart and Mclaughlin",63482.12
22. 06. 2021,"Schneider, Estrada and Matthews",24310.1
30. 05. 2021,"Hanson, Olsen and Johnson",24092.57
01. 05. 2021,"Johnson, Bailey and Ellison",26857.34
11. 05. 2021,Young-Ellis,94743.26
05. 05. 2021,"Walters, Wood and Sanford",50198.23
26. 08. 2021,"Rodriguez, Valdez and Bennett",88267.11
29. 05. 2021,"White, Dodson and Carter",86155.74
06. 08. 2021,Hall-Dillon,53703.6
18. 07. 2021,"Hernandez, Miller and Elliott",86680.56
13. 07. 2021,Hill Ltd,50844.61
13. 08. 2021,"Cole, Gonzalez and Jones",98186.41
24. 07. 2021,Bowers Group,93323.55
20. 05. 2021,"Burke, Patton and Robbins",57291.77
10. 05. 2021,"Williams, Cross and Lawson",48061.1
04. 06. 2021,"Newton, Smith and King",23021.92
27. 08. 2021,Smith Group,43829.26
07. 07. 2021,Harvey PLC,53848.41
29. 05. 2021,Mccann-Bennett,67626.88
23. 08. 2021,Johnson Inc,45203.73
24. 08. 2021,"Ward, Coleman and Hernandez",39857.01
20. 08. 2021,"Murray, Harvey and Bradley",87157.28
21. 06. 2021,Wallace Group,96134.37
17. 06. 2021,Shaw Inc,91006.86
25. 06. 2021,Wise-Andrade,81819.78
12. 08. 2021,"Martin, Turner and Compton",646.97
14. 05. 2021,Villa LLC,42595.19
01. 05. 2021,Payne LLC,52244.55
22. 06. 2021,"Lawrence, Brown and Johnson",41478.82
20. 05. 2021,"Williams, Garcia and Matthews",14499.56
16. 07. 2021,Hull-Sloan,17889.1
13. 05. 2021,Woods-Arnold,37756.5
01. 06. 2021,"Wright, Ross and Glenn",37368.94
26. 07. 2021,Ward-Carpenter,53623.77
06. 07. 2021,Hernandez-Flowers,48613.18
18. 07. 2021,Henry-Dudley,78118.21
25. 07. 2021,Reed and Sons,92775.07
12. 08. 2021,"Bond, Gross and Simmons",63635.34
14. 05. 2021,Mathis-Norton,69915.96
16. 05. 2021,Nguyen-Walker,94479.27
14. 05. 2021,"Walsh, Martin and Hickman",60857.21
24. 05. 2021,Allen Inc,47252.57
04. 08. 2021,Rocha Inc,11252.5
07. 06. 2021,Acevedo Inc,24948.0
24. 05. 2021,Peterson-Simpson,60586.55
23. 08. 2021,"Garcia, Hall and Roth",79629.9
20. 07. 2021,"Bell, Kim and Cox",11388.21
19. 08. 2021,"Hill, Brown and Hayes",39298.31
17. 07. 2021,Burke PLC,21736.96
12. 06. 2021,Garcia-Peterson,9718.66
24. 06. 2021,Rogers-Dean,46552.78
22. 08. 2021,Martin Ltd,27294.24
18. 08. 2021,Beasley LLC,73510.6
09. 08. 2021,"Conway, Smith and Goodwin",56780.7
06. 07. 2021,Wright-Harrison,47906.43
12. 07. 2021,Wallace-May,81486.6
11. 05. 2021,"Miller, Hall and Rhodes",32108.8
11. 07. 2021,"Wright, Riley and Johnson",4171.75
27. 07. 2021,Walker Inc,54095.45
17. 06. 2021,Morgan Inc,25361.36
18. 08. 2021,"Powell, Duke and Spencer",61799.22
19. 07. 2021,"Foster, Barnes and Davis",52570.39
01. 07. 2021,"Chapman, Fields and Mitchell",75845.76
07. 06. 2021,Moon Inc,10170.99
13. 06. 2021,Campbell Inc,20965.97
22. 07. 2021,"Harrington, Brewer and Curtis",19564.2
02. 06. 2021,Armstrong Ltd,2622.59
26. 07. 2021,Hampton Inc,56116.92
23. 05. 2021,"Summers, Cervantes and Anderson",39803.19
23. 05. 2021,Monroe Inc,6891.81
11. 06. 2021,Jimenez-Orozco,16037.4
06. 08. 2021,"Walker, Foster and Crawford",15009.72
08. 07. 2021,Watson Inc,87557.9
29. 08. 2021,Flores PLC,4372.37
08. 05. 2021,Williams Inc,47171.37
04. 05. 2021,Brown-Buckley,82712.04
29. 06. 2021,Gonzalez and Sons,10062.27
03. 05. 2021,"Williams, Sanchez and Hill",32039.24
24. 07. 2021,Bailey Inc,91384.71
01. 07. 2021,Velasquez LLC,54680.95
06. 08. 2021,Martin-Luna,11473.9
18. 07. 2021,"Gilbert, Henderson and Chavez",69421.59
10. 07. 2021,Moore-Bailey,10039.76
11. 08. 2021,Price-Wood,77680.85
22. 07. 2021,Long-Benton,21100.36
09. 07. 2021,Jones Inc,82394.61
23. 06. 2021,Elliott and Sons,55474.22
27. 08. 2021,Clay-Johnson,95514.44
01. 06. 2021,"King, Williams and Payne",72437.18
14. 08. 2021,Davidson-Newman,75721.69
19. 07. 2021,Fox LLC,62793.41
18. 06. 2021,Olson-Walker,7352.87
14. 05. 2021,Bailey-Hill,14036.58
06. 06. 2021,Caldwell Inc,61513.82
28. 07. 2021,"Berger, Holden and Reeves",33911.22
28. 08. 2021,Hayes-Little,84399.9
21. 08. 2021,Duarte-Flores,16742.58
20. 06. 2021,Oconnor Ltd,60617.69
20. 06. 2021,Barnes Group,39969.01
19. 05. 2021,"Neal, Holder and Smith",63294.2
23. 07. 2021,Rivera-Lee,10600.53
02. 08. 2021,"Wilkerson, Thompson and Mcgrath",53952.22
05. 06. 2021,"Jensen, Harris and Taylor",46821.78
29. 05. 2021,Stephens PLC,51135.13
25. 08. 2021,Craig Group,16610.25
08. 05. 2021,Morris-Marshall,87204.51
