Rating,Date,Description,Hotel_name,City,Country
6,27-08-2023,"Stuff very friendly, location great and central, but entire hotel very dated and despite renovated rooms. Breakfast on the rooftop restaurant Horizon with great view and good choice of food (buffet), but very crowded. Overall not the quality you would accept for a Fairmont chain.",Fairmont Monte Carlo,Monaco,France
4,25-08-2023,"During our recent stay at Fairmont Monte Carlo, our experience was unfortunately far from satisfactory. This review aims to provide an honest account of the issues we encountered, including a concerning incident involving a pipe on the balcony, poor communication, a breach of safety protocols, and an unreasonable charge for pool access.
To our dismay, we discovered a pipe on our balcony that appeared to be releasing what seemed to be feces. We immediately reported this issue to the hotel staff, expecting a prompt resolution. However, it took an alarming two days for the hotel to address the problem. This delay was not only inconvenient but also unsanitary, as it exposed us to potentially hazardous substances during our stay. Furthermore, the hotel staff initially denied that the substance was feces, which further added to our frustration and disappointment.
To inspect the situation on our balcony, the hotel staff entered our room in our absence. Regrettably, they left the balcony door open, which is a significant breach of safety protocols. Not only did this compromise the security of our belongings, but it also raised concerns about our personal safety. The hotel should prioritize the well-being and security of its guests by adhering to proper procedures when entering occupied rooms.
We were taken aback by the hotel's policy of charging $55 per person for pool access. As hotel guests, we expected to be able to enjoy this facility as part of our stay without extra costs.",Fairmont Monte Carlo,Monaco,France
10,03-08-2023,"Fourth time we have stayed there, this hotel does not disappoint. The staff are wonderful, the room was so comfortable and the hairpin view was stunning. We will definitely be back for the fifth time, hopefully soon.",Fairmont Monte Carlo,Monaco,France
6,01-08-2023,"FUTURE GUESTS BEWARE: 

1) Hotel is right next to a large scale construction site which is not mentioned anywhere prior to booking. We booked our room facing the Mediterranean Sea and got assigned a room facing the sea as well as the not so nice construction site.

2) We booked this hotel due to the availability of an outdoor pool. However, the pool area is part of the Nikki Beach concept and hotel guests only have access to a few sunbeds cramped behind the bar. Adding to that, the pool is not cleaned and in the morning we found ourselves swimming with bits of old food from the previous night's party. Staff couldn't care less and excused themselves with ""the robot is out of order"" and only when speaking to the hotel duty manager, it was possible to clean it.. 

Too little, too late, and we checked out early. We will find another place to stay next time we're in Monaco.",Fairmont Monte Carlo,Monaco,France
10,30-07-2023,"This is a gorgeous hotel, situated with views of the marina or famous hairpin turn.  We chose the latter and were truly impressed with the view.  We spent hours on the balcony watching Monte Carlo in motion.  The front desk staff were helpful and the Horizon Rooftop restaurant afforded good food and better views.  We did room service breakfast and that was also fantastic.  The location was also convenient, close to the beach, casino and car museum.  
The pool was refreshing and provided great views from the 7th floor, but was geared more towards local partiers than vacationing families, and I hope the new pool under construction will alleviate the crowding.",Fairmont Monte Carlo,Monaco,France
6,29-07-2023,"No nos gustó que para entrar a la piscina tienes que pagar extra porque es Nikki beach, el spa es muy pequeño y no tiene jacuzzi pero Federico de recepción fue súper amable y nos ayudó bastante.
El hotel está muy bien ubicado",Fairmont Monte Carlo,Monaco,France
2,26-07-2023,"Construction taking place every morning so I couldn’t sleep, would’ve been nice to know that when I arrived. They couldn’t move me to a new room so I had to just deal with it. AC went out for two days as well. Beautiful hotel but not getting any sleep because of construction was really disappointing.",Fairmont Monte Carlo,Monaco,France
2,23-07-2023,I booked online with expedia and paid 750€ per night. My friend came with me and booked a room on the spot at the hotel and paid 430€ for an even better room. Which of course made me question the pricing of Fairmont and expedia and left me disappointed and upset.,Fairmont Monte Carlo,Monaco,France
10,18-07-2023,Great property and amazing staff,Fairmont Monte Carlo,Monaco,France
10,18-07-2023,We really enjoyed everything about our stay. Nikki beach roof top club was relaxed and great views and atmosphere. The staff there we awesome and I highly recommend.,Fairmont Monte Carlo,Monaco,France
10,17-07-2023,"This is a great place to stay. Everything was easily accessible, professional staff and fantastic gym. The sea view room was incredible, watching the yachts coming in and out. Great restaurants, including the pool area restaurant. Very close to the casino 5 min walk and 10 min walk to marina. Be sure to use bug spray in the evening-mosquitoes.There was no night time entertainment, it’s pretty quiet at night in the hotel. My room was clean every day with fresh towels. There’s no private beach access. Overall, it was satisfying for the family.",Fairmont Monte Carlo,Monaco,France
4,13-07-2023,This was not a good experience. I would rate this as a motel not a hotel.,Fairmont Monte Carlo,Monaco,France
8,02-07-2023,"The property and front lobby staff were excellent 
The restaurant staff on 7 th floor ( other than the hostesses ) we’re not attentive at all 
Beautiful interior of hotel",Fairmont Monte Carlo,Monaco,France
10,29-06-2023,There was broken glass on the 3rd floor balcony.,Fairmont Monte Carlo,Monaco,France
10,25-06-2023,Great hotel,Fairmont Monte Carlo,Monaco,France
10,22-06-2023,I have traveled the world extensively (over 70 countries so far). And this is one of the top 3 most elegant hotels I have enjoyed,Fairmont Monte Carlo,Monaco,France
10,13-06-2023,"Incrível, maravilhoso, muito limpo e funcionários muito atenciosos",Fairmont Monte Carlo,Monaco,France
10,10-06-2023,The Fairmont Monte Carlo is always fantastic!,Fairmont Monte Carlo,Monaco,France
10,09-06-2023,"The property, people and location were amazing!!!",Fairmont Monte Carlo,Monaco,France
6,08-06-2023,"The property is extremely dated. When paying almost $2000 for two nights there are certain expectations. Our original room had stains all over the carpets, stained tub, a worn out chair and was right below a room undergoing construction. It smelled of cigarettes and was disgusting. They hassled the room change even though it was still early claiming no rooms available. The room they put us on was much cleaner. But know they will also charge you €10 for ice. Thanks a lot Fairmont for the disappointing experience at Monte Carlo.",Fairmont Monte Carlo,Monaco,France
4,31-05-2023,"There is a huge tower block being built next to the hotel which not only blocks the view but is also very noisy. The staff are very attentive if you are wearing Prada or Armani but less so if not (we tested this out). The pool loungers cost €220 a day! The pool also has constant Euro pop playing. Our room was excellent other than the ""sea view"" over the construction site!",Fairmont Monte Carlo,Monaco,France
10,28-05-2023,Beautiful property,Fairmont Monte Carlo,Monaco,France
10,23-05-2023,It just doesn’t get any better!  Luxe accommodations in the very best location.  Breath taking views.  Fabulous staff.,Fairmont Monte Carlo,Monaco,France
10,21-04-2023,"Beautiful hotel, nice breakfast",Fairmont Monte Carlo,Monaco,France
10,14-04-2023,"Great trip to Monte Carlo to attend the Rolex Masters tennis tournament. Beautiful hotel in a gorgeous settting. Excellent service, fun rooftop pool.",Fairmont Monte Carlo,Monaco,France
10,26-03-2023,"Servizio molto attento alle esigenze dei clienti. Front desk, qualità e pulizia camera di qualità.",Fairmont Monte Carlo,Monaco,France
10,07-03-2023,This property is amazing. Great location and just steps from the casino. Breakfast was good & the views are spectacular.,Fairmont Monte Carlo,Monaco,France
8,07-03-2023,Restaurantservice sehr unangenehm,Fairmont Monte Carlo,Monaco,France
10,05-03-2023,Lovely place and the staff are very friendly . Would recommend to anyone had a lovely time and they really look after you.,Fairmont Monte Carlo,Monaco,France
10,19-02-2023,Så god service har jeg ikke opplevd noen andre steder før. Helt strålende! Kommer absolutt til å reise tilbake ved en senere anledning.,Fairmont Monte Carlo,Monaco,France
10,12-02-2023,The location is perfect and the staff are second to none!,Fairmont Monte Carlo,Monaco,France
10,11-02-2023,Excellent séjour ! Tout était parfait,Fairmont Monte Carlo,Monaco,France
8,10-02-2023,"Location is excellent, minutes away from the Casino.  The hotel is nice but a little dated.  Fair bit of construction around the area,  Good value for money.",Fairmont Monte Carlo,Monaco,France
10,02-02-2023,"First time staying at the Fairmont with my brother and it was amazing, the staff is great and you can walk to everywhere in Monaco from there and you're right across the street from the main area and casino!!",Fairmont Monte Carlo,Monaco,France
10,12-12-2022,Fantastico… le stanze le stanno ristrutturando,Fairmont Monte Carlo,Monaco,France
8,22-11-2022,"Nice property and extremely friendly staff. The rooms were nice but more 4-star than 5-star. Great location, everything is close by.",Fairmont Monte Carlo,Monaco,France
10,21-11-2022,The cacino and the location close to everything,Fairmont Monte Carlo,Monaco,France
10,10-11-2022,"The special handling and front desk staff especially Luke were fantastic, quality of people on property were unbelievable, well trained empowered staff. A fabulous property to stay at.",Fairmont Monte Carlo,Monaco,France
10,06-11-2022,Staff was nice,Fairmont Monte Carlo,Monaco,France
2,26-10-2022,"A garden view consists of one tree in a circle view of other rooms. Awful, as there is no view. Plus the maid stole my clothes. Missing was my Karl Lagerfeld blouse with pearl buttons and a silver thread sweater v-neck top. I complained to the hotel and they said they didn't take responsibility! Never recommend this hotel!",Fairmont Monte Carlo,Monaco,France
8,26-10-2022,"Love the FM MC and have been a regular guest for years. Its tired but  they know this as major/complete refurb underway. Not too intrusive and will be great when done. New, 2nd pool will be built to (not until 2025 or so) to give another option to the full time Nikki Beach set up on the roof.",Fairmont Monte Carlo,Monaco,France
4,24-10-2022,Hotel under renovation - room was a suppose to be a king but received two queen/full size. The air conditioner was broken in our unit and had to use the balancing door to get air but the casino club music was booming till later in the morning.,Fairmont Monte Carlo,Monaco,France
10,23-10-2022,"Great location on the water!  Little older hotel pay for the location.  Restaurants were great!!  Staff was awesome.  Rooms were a little more basic than expected but it’s the location and Monaco you’re paying for.
Nice couple days.",Fairmont Monte Carlo,Monaco,France
4,10-10-2022,"The hotel has its best days left behind.
Internet is still provided by cable, telephone in the room (for room service) is 30yrs old and not working.
Carpets in the room are decades old.
etc

Lobby is decent, rooms are not",Fairmont Monte Carlo,Monaco,France
10,25-09-2022,"We had an incredible 3rd-floor sea-view room, with a deck. It could not have been better. And, the FMC staff were uniformly wonderful.",Fairmont Monte Carlo,Monaco,France
